file,block_size,elapse_time,nmi,pk_res,pk_rdm,win_diff,win_diff_rdm
corpora/manifesto_pp/61320_202011_pp_wostw.txt,1000,492.3720503412187,0.018915744615933018,0.5031339472258763445020506074,0.6080631432329954344966339085,0.6594444014547705641105006577,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,2000,928.5514174066484,0.04208828691145977,0.4621217983440377621295364853,0.6080631432329954344966339085,0.5803605973845082411204828600,0.9999613092935076994505919678
corpora/manifesto_pp/61320_202011_pp_wostw.txt,3000,1310.484325390309,0.027652164218560638,0.4533003172637932368645051459,0.6080631432329954344966339085,0.5140834171631973999845237174,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,4000,1920.486943691969,0.05219307518738672,0.4303567283138590110655420568,0.6080631432329954344966339085,0.4808481002863112280430240656,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,5000,2256.3813954889774,0.03806084584053267,0.4378240346668730171012922696,0.6080631432329954344966339085,0.4729551961618819159637854987,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,6000,2724.4268975257874,0.057479865218235844,0.3968118857850344347287781475,0.6080631432329954344966339085,0.4195620212025071577807010756,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,7000,2722.559205327183,0.0763727798413749,0.4011452449121720962624777528,0.6080631432329954344966339085,0.4262555134256751528282906446,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,8000,3531.692638721317,0.096265094256593,0.4007196471407567902189893987,0.6080631432329954344966339085,0.4217287007660759885475508783,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,9000,3486.9055248200893,0.12329133840796137,0.4051690783873713534009131007,0.6080631432329954344966339085,0.4354252108643503830379942738,1
corpora/manifesto_pp/61320_202011_pp_wostw.txt,10000,3489.9326905198395,0.11270577129368069,0.4137197245221697748200882148,0.6080631432329954344966339085,0.4654491991023756093786272537,1
